Component,Name,Target,Code,Params,,,,,,,,,,,,,Danger Flag,Is Restricted,Description,Note
AOBC,,,,Num Params,Param1,,Param2,,Param3,,Param4,,Param5,,Param6,,,,,
,TDSP_SET_TASK_LIST,OBC,0x000B,1,uint8_t,bc_index,,,,,,,,,,,danger,restricted,タスクリスト設定コマンド,
,TLCD_CLEAR_ALL_TIMELINE,OBC,0x000C,1,uint8_t,ID: GS=0; BC=1; TLM=2,,,,,,,,,,,danger,restricted,全TLC登録解除,
,TLCD_CLEAR_TIMELINE_AT,OBC,0x000D,2,uint8_t,ID: GS=0; BC=1; TLM=2,uint32_t,TI,,,,,,,,,,restricted,TI指定TLC登録解除,
,TLCD_DEPLOY_BLOCK,OBC,0x000E,2,uint8_t,ID: GS=0; BC=1; TLM=2,uint16_t,bc_index,,,,,,,,,,restricted,BLC展開,
,TLCD_CLEAR_ERR_LOG,OBC,0x000F,1,uint8_t,,,,,,,,,,,,,restricted,最新のコマンド実行異常記録をクリア,
,TLCD_SET_SOE_FLAG,OBC,0x0010,2,uint8_t,ID: GS=0; BC=1; TLM=2,uint8_t,,,,,,,,,,,restricted,異常時実行停止機能設定(ライン番号@@ フラグ),
,TLCD_SET_LOUT_FLAG,OBC,0x0011,2,uint8_t,ID: GS=0; BC=1; TLM=2,uint8_t,,,,,,,,,,,restricted,実行停止機能設定(ライン番号@@ フラグ),
,TLCD_SET_ID_FOR_TLM,OBC,0x0012,1,uint8_t,ID: GS=0; BC=1; TLM=2,,,,,,,,,,,,restricted,テレメで降ろすTL_IDの設定とTLテレメの更新,
,TLCD_SET_PAGE_FOR_TLM,OBC,0x0013,1,uint8_t,page_no,,,,,,,,,,,,restricted,テレメトリ生成用ページ番号設定,
,GENERATE_TLM,OBC,0x0014,3,uint8_t,category,uint8_t,TLM_ID,uint8_t,送出回数,,,,,,,,restricted,TLMパケット生成 (deprecated),
,TG_GENERATE_TLM,OBC,0x0015,4,uint8_t,tlm id,uint8_t,dest flags,uint8_t,dest info,uint8_t,送出回数,,,,,,restricted,自身の OBC のテレメを生成,
,TG_GENERATE_HP_TLM,OBC,0x0016,1,uint8_t,tlm id,,,,,,,,,,,,restricted,High Priority テレメを生成 (事実上，現在使われていない）,
,TG_GENERATE_RT_TLM,OBC,0x0017,1,uint8_t,tlm id,,,,,,,,,,,,restricted,Real Time テレメを生成,
,TG_GENERATE_ST_TLM,OBC,0x0018,2,uint8_t,tlm id,uint8_t,dr partition (dest info),,,,,,,,,,restricted,ST テレメを生成,
,BCT_CLEAR_BLOCK,OBC,0x0019,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BLC登録解除コマンド,
,BCT_SET_BLOCK_POSITION,OBC,0x001A,2,uint16_t,bc_index,uint8_t,cmd_index,,,,,,,,,,restricted,BLC操作ポインタ設定コマンド,
,BCT_COPY_BCT,OBC,0x001B,2,uint16_t,dst_bc_index,uint16_t,src_bc_index,,,,,,,,,,restricted,BCT の内容を別の場所にコピー,
,BCT_OVERWRITE_CMD,OBC,0x001C,5,uint16_t,CMD_CODE,uint32_t,TI,uint16_t,pos.block,uint8_t,pos.cmd,raw,cmd_param (big endian),,,danger,restricted,BCTの内容を上書き,
,BCT_FILL_NOP,OBC,0x001D,1,uint8_t,,,,,,,,,,,,,restricted,テレメ運用時の10個BCをNOP埋めする．（NOP個数）,
,BCE_ACTIVATE_BLOCK,OBC,0x001E,0,,,,,,,,,,,,,,restricted,BLC有効化コマンド,
,BCE_ACTIVATE_BLOCK_BY_ID,OBC,0x001F,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BCを（無条件に）有効化,
,BCE_INACTIVATE_BLOCK_BY_ID,OBC,0x0020,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BCを（無条件に）無効化,
,BCE_ROTATE_BLOCK,OBC,0x0021,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BLC回転コマンド,
,BCE_COMBINE_BLOCK,OBC,0x0022,1,uint16_t,bc_index,,,,,,,,,,,,restricted,BLC融合コマンド,
,BCE_TIMELIMIT_COMBINE_BLOCK,OBC,0x0023,2,uint16_t,bc_index,uint8_t,limit_step,,,,,,,,,,restricted,時間制限付きBLC融合コマンド,
,BCE_RESET_ROTATOR_INFO,OBC,0x0024,0,,,,,,,,,,,,,danger,restricted,カウンタ類リセット,
,BCE_RESET_COMBINER_INFO,OBC,0x0025,0,,,,,,,,,,,,,danger,restricted,カウンタ類リセット,
,BCE_SET_ROTATE_INTERVAL,OBC,0x0026,2,uint16_t,,uint16_t,,,,,,,,,,,restricted,BC回転時の回転間隔周期を設定する,
,EL_INIT,OBC,0x0027,0,,,,,,,,,,,,,,restricted,EL初期化,
,EL_CLEAR_LOG_ALL,OBC,0x0028,0,,,,,,,,,,,,,,restricted,全ログ削除,
,EL_CLEAR_LOG_BY_ERR_LEVEL,OBC,0x0029,1,uint8_t,Level: High=0; Low=1; EL=2; EH=3,,,,,,,,,,,,restricted,エラーレベル指定ログ削除,
,EL_CLEAR_STATISTICS,OBC,0x002A,0,,,,,,,,,,,,,,restricted,統計情報削除,
,EL_CLEAR_TLOG,OBC,0x002B,1,uint8_t,Level: High=0; Low=1; EL=2; EH=3,,,,,,,,,,,,restricted,TLog削除,
,EL_CLEAR_CLOG,OBC,0x002C,1,uint8_t,Level: High=0; Low=1; EL=2; EH=3,,,,,,,,,,,,restricted,CLog削除,
,EL_RECORD_EVENT,OBC,0x002D,4,uint32_t,group,uint32_t,local,uint8_t,Level: High=0; Low=1; EL=2; EH=3,uint32_t,note,,,,,,restricted,イベント記録,
,EL_TLOG_SET_PAGE_FOR_TLM,OBC,0x002E,2,uint8_t,page_no,uint8_t,err_level,,,,,,,,,,restricted,TLogのダウンリンクテレメ設定,
,EL_CLOG_SET_PAGE_FOR_TLM,OBC,0x002F,2,uint8_t,page_no,uint8_t,err_level,,,,,,,,,,restricted,CLogのダウンリンクテレメ設定,
,EL_INIT_LOGGING_SETTINGS,OBC,0x0030,0,,,,,,,,,,,,,,restricted,ログ設定を初期化,
,EL_ENABLE_LOGGING,OBC,0x0031,1,uint32_t,group,,,,,,,,,,,,restricted,ロギングを有効化,
,EL_DISABLE_LOGGING,OBC,0x0032,1,uint32_t,group,,,,,,,,,,,,restricted,ロギングを無効化,
,EL_ENABLE_TLOG_OVERWRITE,OBC,0x0033,1,uint8_t,Level: High=0; Low=1; EL=2; EH=3,,,,,,,,,,,,restricted,TLogのログ上書きを有効化,
,EL_DISABLE_TLOG_OVERWRITE,OBC,0x0034,1,uint8_t,Level: High=0; Low=1; EL=2; EH=3,,,,,,,,,,,,restricted,TLogのログ上書きを無効化,
,EH_INIT,OBC,0x0035,0,,,,,,,,,,,,,,restricted,EHの初期化,
,EH_CLEAR_ALL_RULE,OBC,0x0036,0,,,,,,,,,,,,,,restricted,EHのすべてのルールをクリア,
,EH_LOAD_DEFAULT_RULE,OBC,0x0037,0,,,,,,,,,,,,,,restricted,EHのデフォルトルールを読み込み,
,EH_SET_REGISTER_RULE_EVENT_PARAM,OBC,0x0038,6,uint16_t,rule id,uint32_t,event group,uint32_t,event local,uint8_t,event err level,uint8_t,should_match_err_level,uint16_t,deploy bc index,,restricted,登録するEHルールのイベントパラメータを設定,
,EH_SET_REGISTER_RULE_CONDITION_PARAM,OBC,0x0039,4,uint8_t,condition type,uint16_t,count_threshold,uint32_t,time_threshold [ms],uint8_t,is_active,,,,,,restricted,登録するEHルールの対応条件パラメタを設定,
,EH_REGISTER_RULE,OBC,0x003A,0,,,,,,,,,,,,,,restricted,設定したパラメタでEHルールを登録,
,EH_DELETE_RULE,OBC,0x003B,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを削除,
,EH_INIT_RULE,OBC,0x003C,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを初期化（ルールを有効化し，ルールカウンタも初期化）,
,EH_INIT_RULE_FOR_MULTI_LEVEL,OBC,0x003D,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを初期化（ルールを有効化し，ルールカウンタも初期化）（多段EH対応用）,
,EH_ACTIVATE_RULE,OBC,0x003E,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを有効化,
,EH_INACTIVATE_RULE,OBC,0x003F,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを無効化,
,EH_ACTIVATE_RULE_FOR_MULTI_LEVEL,OBC,0x0040,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを有効化（多段EH対応用）,
,EH_INACTIVATE_RULE_FOR_MULTI_LEVEL,OBC,0x0041,1,uint16_t,rule id,,,,,,,,,,,,restricted,指定したルールを無効化（多段EH対応用）,
,EH_SET_RULE_COUNTER,OBC,0x0042,2,uint16_t,rule id,uint16_t,counter,,,,,,,,,,restricted,EH_Rule の counter をセット,
,EH_CLEAR_RULE_COUNTER,OBC,0x0043,1,uint16_t,rule id,,,,,,,,,,,,restricted,EH_Rule の counter を0 クリア,
,EH_CLEAR_RULE_COUNTER_BY_EVENT,OBC,0x0044,3,uint32_t,group,uint32_t,local,uint8_t,Level: High=0; Low=1; EL=2; EH=3,,,,,,,,restricted,EH_Rule の counter を EL_Event 指定で 0 クリア,
,EH_CLEAR_LOG,OBC,0x0045,0,,,,,,,,,,,,,,restricted,EHの対応ログをクリア,
,EH_SET_MAX_RESPONSE_NUM,OBC,0x0046,1,uint8_t,max_response_num,,,,,,,,,,,,restricted,一度のEH実行で対応するイベントの最大数を設定,
,EH_SET_MAX_CHECK_EVENT_NUM,OBC,0x0047,1,uint16_t,max_check_event_num,,,,,,,,,,,,restricted,一度のEH実行でチェックするイベントの最大数を設定,
,EH_SET_MAX_MULTI_LEVEL_NUM,OBC,0x0048,1,uint8_t,max_multi_level_num,,,,,,,,,,,,restricted,設定可能な最大段数を設定,
,EH_SET_PAGE_OF_RULE_TABLE_FOR_TLM,OBC,0x0049,1,uint8_t,page_no,,,,,,,,,,,,restricted,EHルールテーブルのテレメページの設定,
,EH_SET_PAGE_OF_RULE_SORTED_IDX_FOR_TLM,OBC,0x004A,1,uint8_t,page_no,,,,,,,,,,,,restricted,EHルールのソート済みテーブルのテレメページの設定,
,EH_SET_PAGE_OF_LOG_TABLE_FOR_TLM,OBC,0x004B,1,uint8_t,page_no,,,,,,,,,,,,restricted,EHログテーブルのテレメページの設定,
,EH_SET_TARGET_ID_OF_RULE_TABLE_FOR_TLM,OBC,0x004C,1,uint16_t,rule id,,,,,,,,,,,,restricted,EHテレメに表示するルールのID設定,
,EH_MATCH_EVENT_COUNTER_TO_EL,OBC,0x004D,0,,,,,,,,,,,,,,restricted,イベント発生を検知するためのEHカウンタをELカウンタに強制定期に合わせる,
,EH_INIT_RULE_BY_EVENT_GROUP,OBC,0x004E,1,uint32_t,group,,,,,,,,,,,,restricted,EH_INIT_RULE の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_INIT_RULE_BY_EVENT_GROUP_FOR_MULTI_LEVEL,OBC,0x004F,1,uint32_t,group,,,,,,,,,,,,restricted,EH_INIT_RULE_FOR_MULTI_LEVEL の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_ACTIVATE_RULE_BY_EVENT_GROUP,OBC,0x0050,1,uint32_t,group,,,,,,,,,,,,restricted,EH_ACTIVATE_RULE の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_INACTIVATE_RULE_BY_EVENT_GROUP,OBC,0x0051,1,uint32_t,group,,,,,,,,,,,,restricted,EH_INACTIVATE_RULE の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_ACTIVATE_RULE_BY_EVENT_GROUP_FOR_MULTI_LEVEL,OBC,0x0052,1,uint32_t,group,,,,,,,,,,,,restricted,EH_ACTIVATE_RULE_FOR_MULTI_LEVEL の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EH_INACTIVATE_RULE_BY_EVENT_GROUP_FOR_MULTI_LEVEL,OBC,0x0053,1,uint32_t,group,,,,,,,,,,,,restricted,EH_INACTIVATE_RULE_FOR_MULTI_LEVEL の by_event_group コマンド．想定外のものまで操作されないか注意すること,
,EVENT_UTIL_ENABLE_EH_EXEC,OBC,0x0054,0,,,,,,,,,,,,,,restricted,EHの実行を有効に,
,EVENT_UTIL_DISABLE_EH_EXEC,OBC,0x0055,0,,,,,,,,,,,,,,restricted,EHの実行を無効に,
,EVENT_UTIL_EXEC_EH,OBC,0x0056,0,,,,,,,,,,,,,,restricted,EHを単発で実行,
,TF_INIT,OBC,0x0057,0,,,,,,,,,,,,,,restricted,TFの初期化,
,CA_INIT,OBC,0x0058,0,,,,,,,,,,,,,,restricted,CAの初期化,
,TF_REGISTER_TLM,OBC,0x0059,2,uint8_t,index,uint32_t,tlm_func,,,,,,,,,,restricted,テレメトリ登録コマンド,
,CA_REGISTER_CMD,OBC,0x005A,3,uint16_t,index,uint32_t,cmd_func,raw,param_info,,,,,,,,restricted,コマンド登録コマンド,
,TF_SET_PAGE_FOR_TLM,OBC,0x005B,1,uint8_t,page_no,,,,,,,,,,,,restricted,テレメトリ定義テーブルページ番号設定,
,CA_SET_PAGE_FOR_TLM,OBC,0x005C,1,uint8_t,page_no,,,,,,,,,,,,restricted,コマンド定義テーブルページ番号設定,
,GSCD_CLEAR_ERR_LOG,OBC,0x005D,0,,,,,,,,,,,,,,restricted,最新のコマンド実行異常記録をクリア,
,RTCD_CLEAR_ERR_LOG,OBC,0x005E,0,,,,,,,,,,,,,,restricted,最新のコマンド実行異常記録をクリア,
*,DCU_ABORT_CMD,OBC,,1,uint16_t,Cmd ID,,,,,,,,,,,,restricted,実行中の分割コマンドを停止する,
*,DCU_DOWN_ABORT_FLAG,OBC,,1,uint16_t,Cmd ID,,,,,,,,,,,,restricted,エラー，またはコマンドによって中断ステータスとなっているコマンドを，実行可能状態に戻す,
*,DCU_CLEAR_LOG,OBC,,0,,,,,,,,,,,,,,restricted,ログをクリアする,
*,DI_FM25V10_WRITE_BYTE,AOBC,,3,uint8_t,Chip1 = 0; Chip2 = 1; Chip3 = 2; Chip4 = 3,uint32_t,address = 0x000000~0x01FFFF,uint8_t,write_data,,,,,,,danger,restricted,FRAM FM25V10に1Byteを書き込む,
*,DI_FM25V10_READ_BYTE,AOBC,,2,uint8_t,Chip1 = 0; Chip2 = 1; Chip3 = 2; Chip4 = 3,uint32_t,address = 0x000000~0x01FFFF,,,,,,,,,,restricted,FRAM FM25V10から1Byteを読み出す,
*,DI_FM25V10_MANAGE_STATUS,AOBC,,3,uint8_t,Chip1 = 0; Chip2 = 1; Chip3 = 2; Chip4 = 3,uint8_t,write = 0; read = others,uint8_t,write_status (ignored when read),,,,,,,,restricted,FRAM FM25V10のステータスレジスタコマンド,
*,APP_NVM_MANAGER_WRITE_BYTES,AOBC,,3,uint32_t,start address(0-0x7ffff),uint8_t,data size,raw,write data(consider endian),,,,,,,danger,restricted,不揮発メモリに複数データを書き込む,
*,APP_NVM_MANAGER_READ_BYTES,AOBC,,2,uint32_t,start address(0-0x7ffff),uint8_t,data size,,,,,,,,,,restricted,不揮発メモリから複数データを読み出す,
*,APP_NVM_PARTITION_WRITE_BYTES,AOBC,,4,uint8_t,partition ID,uint32_t,start address(0-partitin size),uint8_t,data size,raw,write data(consider endian),,,,,danger,restricted,パーティションアクセスで不揮発メモリに複数データを書き込む,
*,APP_NVM_PARTITION_READ_BYTES,AOBC,,3,uint8_t,partition ID,uint32_t,start address(0-partitin size),uint8_t,data size,,,,,,,,restricted,パーティションアクセスで不揮発メモリから複数データを読み出す,
*,APP_AOCS_DR_SET_WRITE,AOBC,,4,uint8_t,permission: 0=DISABLE; 1=ENABLE,uint8_t,overwrite: 0=DISABLE; 1=ENABLE,uint8_t,read_partition=2; 3; 4,uint32_t,write_pointer,,,,,,restricted,DRの書き込み設定,
*,APP_AOCS_DR_READ,AOBC,,3,uint8_t,read_mode: 0=MANUAL; 1=CONTINUOUS,uint8_t,read_partition=2; 3; 4,uint32_t,read_pointer,,,,,,,,restricted,DRの読み出し,
*,APP_NVM_BC_SET_ENABLE,AOBC,,1,uint8_t,0=DISABLE@@ 1=ENABLE,,,,,,,,,,,,restricted,不揮発メモリへのBC自動バックアップを有効化/無効化する,
*,APP_NVM_BC_RESTORE_BC_FROM_NVM,AOBC,,1,uint16_t,BC ID,,,,,,,,,,,,restricted,不揮発メモリに保存されているBCを復元する,
*,APP_NVM_BC_OTHER_SETTINGS,AOBC,,2,uint8_t,param index,uint32_t,value to set,,,,,,,,,,restricted,不揮発BCアプリのその他の設定をいじる。軌道上での使用は基本想定していない。bc_num_to_copy は 2 以上にすると 3-3 アノマリが出ることに注意。,
*,APP_PSC_CONTROL_5V_PORT,AOBC,,2,uint8_t,INA=0; MPU; RM; SS; MTQ,uint8_t,off=0; on=1,,,,,,,,,,restricted,5V配下の電源スイッチ操作,
*,APP_PSC_CONTROL_UNREG_PORT,AOBC,,2,uint8_t,STIM=0; STT; OEM; RWX; RWY; RWZ,uint8_t,off=0; on=1,,,,,,,,,,restricted,非安定バス配下の電源スイッチ操作,
*,DI_INA260_INIT,AOBC,,4,uint8_t,PIC=0; STIM; STT; OEM; RM; SS; MTQ; RWX; RWY; RWZ,uint8_t,averaging_mode=0-7,uint8_t,voltage_conversion_time=0-7,uint8_t,current_conversion_time=0-7,,,,,,restricted,INA260初期化モード設定,
*,DI_INA260_SET_OVER_CURRENT_PROTECTION,AOBC,,2,uint8_t,PIC=0; STIM; STT; OEM; RM; SS; MTQ; RWX; RWY; RWZ,float,OC_threshold [mA],,,,,,,,,,restricted,INA260過電流閾値設定,
*,APP_CURRENT_ANOMALY_SET_HW_OC_EL_THRESHOLD,AOBC,,2,uint8_t,PIC=0; STIM; STT; OEM; RM; SS; MTQ; RWX; RWY; RWZ,uint16_t,HW_OC_EL_threshold [V],,,,,,,,,,restricted,H/W過電流EL登録用電圧閾値設定,
*,APP_CURRENT_ANOMALY_SET_SW_OVER_CURRENT_PROTECTION,AOBC,,2,uint8_t,PIC=0; STIM; STT; OEM; RM; SS; MTQ; RWX; RWY; RWZ,uint16_t,SW_OC_threshold [mA],,,,,,,,,,restricted,S/W過電流閾値設定,
*,DI_RM3100_INIT,AOBC,,1,uint8_t,0=AOBC@@1=EXT,,,,,,,,,,,,restricted,RM3100の初期化を行う,
*,DI_MPU9250_INIT,AOBC,,0,,,,,,,,,,,,,,restricted,MPU9250の初期化を行う,
*,DI_MTQ_SEIREN_OUTPUT,AOBC,,2,uint8_t,idx,int8_t,polarity (1 = positive@@ -1 = negative@@ 0 = off),,,,,,,,,,restricted,MTQに電流を流し、磁気モーメントを発生させる,
*,DI_STIM210_INIT,AOBC,,0,,,,,,,,,,,,,,restricted,STIM210の初期化を行う (デフォルトの設定で出力),
*,DI_STIM210_SET_MODE,AOBC,,1,uint8_t,1=NORMAL@@2=SERVICE,,,,,,,,,,,,restricted,STIM210の運用モードをノーマル/サービスモードに変更,
*,DI_STIM210_SET_NORMAL_MODE_FORMAT,AOBC,,1,uint8_t,0=RATE@@2=RATE_TEMP,,,,,,,,,,,,restricted,STIM210の出力を変更（温度出力などを追加）,
*,DI_STIM210_SET_GYRO_OUTPUT,AOBC,,1,uint8_t,0=ANG_VEL@@1=INCREMENTAL_ANG@@2=AVERAGE_ANG_VEL@@3=INTEGRATED_ANG,,,,,,,,,,,,restricted,STIM210のジャイロ出力を角速度・角度から選択,
*,DI_STIM210_SET_SAMPLE_RATE,AOBC,,1,uint8_t,0=TRIGGER@@1=125Hz,,,,,,,,,,,,restricted,STIM210のサンプルレートを設定,
*,DI_STIM210_SET_TERMINATION_MODE,AOBC,,1,uint8_t,0=OFF; 1=CRLF,,,,,,,,,,,,restricted,STIM210の終端設定,
*,DI_STIM210_SET_LOW_PASS_FILTER,AOBC,,1,uint8_t,0=16Hz; 1=33Hz; 2=66Hz@@3=131Hz@@4=262Hz,,,,,,,,,,,,restricted,STIM210のLPFカットオフ周波数設定,
*,DI_OEM7600_ONOFF_ANTENNA_POWER,AOBC,,2,uint8_t,oem_id,uint8_t,off=0; on=1,,,,,,,,,,restricted,OEM7600のアンテナ電源操作,
*,DI_OEM7600_SOFTWARE_RESET,AOBC,,2,uint8_t,oem_id,uint8_t,time[sec],,,,,,,,,,restricted,OEM7600のソフトウェアリセット,
*,DI_OEM7600_SET_TLM_CONTENTS,AOBC,,3,uint8_t,oem_id,uint8_t,out_interval,uint32_t,oem7600_tlm_id,,,,,,,,restricted,OEM7600の出力テレメ設定変更,
*,DI_OEM7600_SET_RESET_GPIO_HIGHLOW,AOBC,,2,uint8_t,oem_id,uint8_t,low=0; high=1,,,,,,,,,,restricted,OEM7600のハードウェアリセット,
*,DI_RW0003_INIT,AOBC,,1,uint8_t,RWX=0; RWY; RWZ,,,,,,,,,,,,restricted,RW0003の初期化を行う,
*,DI_RW0003_SET_IDLE,AOBC,,1,uint8_t,RWX=0; RWY; RWZ,,,,,,,,,,,,restricted,RW0003をIdleモードに入れる,
*,DI_RW0003_DRIVE_TORQUE,AOBC,,2,uint8_t,RWX=0; RWY; RWZ,float,torque [Nm],,,,,,,,,,restricted,RW0003にトルク指令を与える,
*,DI_RW0003_DRIVE_SPEED,AOBC,,2,uint8_t,RWX=0; RWY; RWZ,float,speed [rad/s],,,,,,,,,,restricted,RW0003に回転数指令を与える,
*,DI_RW0003_READ_FAULT_STATE,AOBC,,1,uint8_t,RWX=0; RWY; RWZ,,,,,,,,,,,,restricted,RW0003のFault Stateを読み取る,
*,DI_SAGITTA_BOOT,AOBC,,0,,,,,,,,,,,,,,restricted,SAGITTAをブートしてノミナルモードに移行する,
*,DI_SAGITTA_SET_UNIX_TIME_US,AOBC,,2,uint32_t,upper 32bit,uint32_t,lower 32bit,,,,,,,,,,restricted,SAGITTAのUnixTime[us]の設定,
*,DI_SAGITTA_SET_PARAMETER,AOBC,,1,uint8_t,PARAMETER_ID,,,,,,,,,,,,restricted,SAGITTAにパラメータ設定コマンドを送る,
*,DI_SAGITTA_CHANGE_PARAMETER,AOBC,,3,uint8_t,PARAMETER_ID,uint8_t,PARAMETER_IDX,float,value,,,,,,,,restricted,SAGITTAドライバ内のパラメータを変更する,
*,DI_SAGITTA_READ_PARAMETER,AOBC,,1,uint8_t,PARAMETER_ID,,,,,,,,,,,,restricted,SAGITTAのパラメータを読み取る,
*,DI_SAGITTA_DS_INIT,AOBC,,0,,,,,,,,,,,,,,restricted,SAGITTAのDriver Superを初期化,
*,DI_SAGITTA_DS_INIT_STREAM_REC_BUFFER,AOBC,,0,,,,,,,,,,,,,,restricted,SAGITTAのstream_rec_bufferを初期化,
*,DI_NANOSSOC_D60_DS_INIT,AOBC,,0,,,,,,,,,,,,,,restricted,NANOSSOC_D60のDriver Superを初期化,
*,DI_NANOSSOC_D60_DS_INIT_STREAM_REC_BUFFER,AOBC,,0,,,,,,,,,,,,,,restricted,NANOSSOC_D60のstream_rec_bufferを初期化,
*,DI_RM3100_SET_FRAME_TRANSFORMATION_QUATERNION_C2B,AOBC,,5,uint8_t,0=AOBC; 1=EXT,float,q_c2b_vec_0,float,q_c2b_vec_1,float,q_c2b_vec_2,float,q_c2b_scalar,,,,restricted,RM3100の座標変換Quaternion_c2bを設定する,
*,DI_MPU9250_SET_FRAME_TRANSFORMATION_QUATERNION_C2B,AOBC,,5,uint8_t,0=AOBC,float,q_c2b_vec_0,float,q_c2b_vec_1,float,q_c2b_vec_2,float,q_c2b_scalar,,,,restricted,MPU9250の座標変換Quaternion_c2bを設定する,
*,DI_NANOSSOC_D60_SET_FRAME_TRANSFORMATION_QUATERNION_C2B,AOBC,,5,uint8_t,IDX = 0 to max 5,float,q_c2b_vec_0,float,q_c2b_vec_1,float,q_c2b_vec_2,float,q_c2b_scalar,,,,restricted,NanoSSOC-D60の座標変換Quaternion_c2bを設定する,
*,DI_STIM210_SET_FRAME_TRANSFORMATION_QUATERNION_C2B,AOBC,,5,uint8_t,0=IN UNIT,float,q_c2b_vec_0,float,q_c2b_vec_1,float,q_c2b_vec_2,float,q_c2b_scalar,,,,restricted,STIM210の座標変換Quaternion_c2bを設定する,
*,DI_SAGITTA_SET_FRAME_TRANSFORMATION_QUATERNION_C2B,AOBC,,5,uint8_t,0=IN UNIT,float,q_c2b_vec_0,float,q_c2b_vec_1,float,q_c2b_vec_2,float,q_c2b_scalar,,,,restricted,SAGITTAの座標変換Quaternion_c2bを設定する,
*,DI_RW0003_SET_ROTATION_DIRECTION_VECTOR,AOBC,,4,uint8_t,RWX=0; RWY; RWZ,float,body_x,float,body_y,float,body_z,,,,,,restricted,RW回転方向ベクトルを設定する,
*,DI_MTQ_SEIREN_SET_MAGNETIC_MOMENT_DIRECTION_VECTOR,AOBC,,4,uint8_t,MTQ_X=0; MTQ_Y; MTQ_Z,float,body_x,float,body_y,float,body_z,,,,,,restricted,MTQ磁気モーメント方向を設定する,
*,DI_MPU9250_SET_ANG_VEL_BIAS_COMPO_RAD_S,AOBC,,4,uint8_t,0=AOBC,float,compo_x_rad_s,float,compo_y_rad_s,float,compo_z_rad_s,,,,,,restricted,MPU9250角速度バイアス誤差を設定する,
*,DI_MPU9250_SET_MAG_BIAS_COMPO_NT,AOBC,,5,uint8_t,0=AOBC,float,compo_x_nT,float,compo_y_nT,float,compo_z_nT,uint8_t,0=set; 1=add,,,,restricted,MPU9250磁場バイアス誤差を設定する,
