subsystem,name,bcid,type,option,ti,cmd,args,description,note
AOCS,BC_INERTIAL_REF_UPDATE,,,,,,,,
,,,app,,0,AR_APP_TIME_SPACE_CALCULATOR,,2step,
,,,app,,1,AR_APP_ORBIT_CALCULATOR,,2step,
,,,app,,2,AR_APP_SUN_DIR_ECI_CALCULATOR,,1step,
,,,app,,3,AR_APP_GEOMAG_ECI_CALCULATOR,,5step,
,,,app,,4,AR_APP_TARGET_ATTITUDE_CALCULATOR,,1step,
