TRUE,40,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
#,STIM_GYRO.Z_BIAS_RANGE_LOW,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->bias_compo_rad_s[2].range_low_),NONE,,,,,,,,STIMジャイロバイアスZ軸温度補正範囲下限,,
#,STIM_GYRO.Z_BIAS_RANGE_HIGH,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->bias_compo_rad_s[2].range_high_),NONE,,,,,,,,STIMジャイロバイアスZ軸温度補正範囲上限,,
#,STIM_GYRO.Z_BIAS_COEFF_0,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->bias_compo_rad_s[2].coefficients_[0]),NONE,,,,,,,,STIMジャイロバイアスZ軸温度補正係数0次,,
#,STIM_GYRO.Z_BIAS_COEFF_1,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->bias_compo_rad_s[2].coefficients_[1]),NONE,,,,,,,,STIMジャイロバイアスZ軸温度補正係数1次,,
#,STIM_GYRO.X_SF_RANGE_LOW,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[0].range_low_),NONE,,,,,,,,STIMジャイロSFX軸温度補正範囲下限,,
#,STIM_GYRO.X_SF_RANGE_HIGH,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[0].range_high_),NONE,,,,,,,,STIMジャイロSFX軸温度補正範囲上限,,
#,STIM_GYRO.X_SF_COEFF_0,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[0].coefficients_[0]),NONE,,,,,,,,STIMジャイロSFX軸温度補正係数0次,,
#,STIM_GYRO.X_SF_COEFF_1,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[0].coefficients_[1]),NONE,,,,,,,,STIMジャイロSFX軸温度補正係数1次,,
#,STIM_GYRO.Y_SF_RANGE_LOW,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[1].range_low_),NONE,,,,,,,,STIMジャイロSFY軸温度補正範囲下限,,
#,STIM_GYRO.Y_SF_RANGE_HIGH,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[1].range_high_),NONE,,,,,,,,STIMジャイロSFY軸温度補正範囲上限,,
#,STIM_GYRO.Y_SF_COEFF_0,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[1].coefficients_[0]),NONE,,,,,,,,STIMジャイロSFY軸温度補正係数0次,,
#,STIM_GYRO.Y_SF_COEFF_1,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[1].coefficients_[1]),NONE,,,,,,,,STIMジャイロSFY軸温度補正係数1次,,
#,STIM_GYRO.Z_SF_RANGE_LOW,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[2].range_low_),NONE,,,,,,,,STIMジャイロSFZ軸温度補正範囲下限,,
#,STIM_GYRO.Z_SF_RANGE_HIGH,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[2].range_high_),NONE,,,,,,,,STIMジャイロSFZ軸温度補正範囲上限,,
#,STIM_GYRO.Z_SF_COEFF_0,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[2].coefficients_[0]),NONE,,,,,,,,STIMジャイロSFZ軸温度補正係数0次,,
#,STIM_GYRO.Z_SF_COEFF_1,float,,(float)(di_stim210[STIM210_IDX_IN_UNIT]->scale_factor_compo[2].coefficients_[1]),NONE,,,,,,,,STIMジャイロSFZ軸温度補正係数1次,,
