TRUE,59,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
#,OEM7600.RANGE7.prn_slot,uint16_t,,(uint16_t)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[7].prn_slot),NONE,,,,,,,,PIC温度上限,,
#,OEM7600.RANGE7.is_updated,uint8_t,,(uint16_t)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[7].is_updated),NONE,,,,,,,,PIC温度下限,,
#,OEM7600.RANGE7.pseudo_range_m,double,,(double)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[7].pseudo_range_m),NONE,,,,,,,,RW_DCDC温度上限,,
#,OEM7600.RANGE7.carrier_phase_cycle,double,,(double)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[7].carrier_phase_cycle),NONE,,,,,,,,RW_DCDC温度下限,,
#,OEM7600.RANGE7.carrier_doppler_Hz,float,,(float)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[7].carrier_doppler_Hz),NONE,,,,,,,,ROUGH_GYRO温度上限,,
#,OEM7600.RANGE7.carrier_snr_dB_Hz,float,,(float)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[7].carrier_to_noise_ratio_dB_Hz),NONE,,,,,,,,ROUGH_GYRO温度下限,,
#,OEM7600.RANGE8.prn_slot,uint16_t,,(uint16_t)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[8].prn_slot),NONE,,,,,,,,FINE_GYRO_X温度上限,,
#,OEM7600.RANGE8.is_updated,uint8_t,,(uint16_t)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[8].is_updated),NONE,,,,,,,,FINE_GYRO_X温度下限,,
#,OEM7600.RANGE8.pseudo_range_m,double,,(double)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[8].pseudo_range_m),NONE,,,,,,,,FINE_GYRO_Y温度上限,,
#,OEM7600.RANGE8.carrier_phase_cycle,double,,(double)(oem7600_driver[OEM7600_IDX_IN_UNIT]->info.range_tlm[8].carrier_phase_cycle),NONE,,,,,,,,FINE_GYRO_Y温度下限,,
