TRUE,56,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
#,GYRO_RANDOM_NOISE_COMPO_STANDARD_DEVIATION_RAD_S.X,float,,(float)(stt_gyro_ekf->gyro_random_noise.standard_deviation_compo_rad_s[0]),NONE,,,,,,,,ジャイロランダムノイズ標準偏差,,
#,GYRO_RANDOM_NOISE_COMPO_STANDARD_DEVIATION_RAD_S.Y,float,,(float)(stt_gyro_ekf->gyro_random_noise.standard_deviation_compo_rad_s[1]),NONE,,,,,,,,ジャイロランダムノイズ標準偏差,,
#,GYRO_RANDOM_NOISE_COMPO_STANDARD_DEVIATION_RAD_S.Z,float,,(float)(stt_gyro_ekf->gyro_random_noise.standard_deviation_compo_rad_s[2]),NONE,,,,,,,,ジャイロランダムノイズ標準偏差,,
#,GYRO_RANDOM_WALK_COMPO_STANDARD_DEVIATION_RAD_S2.X,float,,(float)(stt_gyro_ekf->gyro_random_walk.standard_deviation_compo_rad_s2[0]),NONE,,,,,,,,ジャイロランダムウォーク標準偏差,,
#,GYRO_RANDOM_WALK_COMPO_STANDARD_DEVIATION_RAD_S2.Y,float,,(float)(stt_gyro_ekf->gyro_random_walk.standard_deviation_compo_rad_s2[1]),NONE,,,,,,,,ジャイロランダムウォーク標準偏差,,
#,GYRO_RANDOM_WALK_COMPO_STANDARD_DEVIATION_RAD_S2.Z,float,,(float)(stt_gyro_ekf->gyro_random_walk.standard_deviation_compo_rad_s2[2]),NONE,,,,,,,,ジャイロランダムウォーク標準偏差,,
#,GYRO_RANDOM_WALK_TIME_CONSTANT_S,float,,(float)(stt_gyro_ekf->gyro_random_walk.time_constant_s),NONE,,,,,,,,ジャイロランダムウォーク時定数,,
#,STT_ERROR_COMPO.X,float,,(float)(stt_gyro_ekf->stt_error.standard_deviation_compo_rad[0]),NONE,,,,,,,,STT観測誤差,,
#,STT_ERROR_COMPO.Y,float,,(float)(stt_gyro_ekf->stt_error.standard_deviation_compo_rad[1]),NONE,,,,,,,,STT観測誤差,,
#,STT_ERROR_COMPO.Z,float,,(float)(stt_gyro_ekf->stt_error.standard_deviation_compo_rad[2]),NONE,,,,,,,,STT観測誤差,,
