TRUE,41,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
#,TARGET0_TI,uint32_t,,(uint32_t)(quaternion_interpolator->target_list[0].attitude_changed_ti),NONE,,,,,,,,姿勢変更完了予定時刻,,
#,TARGET0_X,float,,(float)(quaternion_interpolator->target_list[0].quaternion_target_i2t.vector_part[0]),NONE,,,,,,,,目標Quaternion I2T X,,
#,TARGET0_Y,float,,(float)(quaternion_interpolator->target_list[0].quaternion_target_i2t.vector_part[1]),NONE,,,,,,,,目標Quaternion I2T Y,,
#,TARGET0_Z,float,,(float)(quaternion_interpolator->target_list[0].quaternion_target_i2t.vector_part[2]),NONE,,,,,,,,目標Quaternion I2T Z,,
#,TARGET0_W,float,,(float)(quaternion_interpolator->target_list[0].quaternion_target_i2t.scalar_part),NONE,,,,,,,,目標Quaternion I2T W,,
#,TARGET1_TI,uint32_t,,(uint32_t)(quaternion_interpolator->target_list[1].attitude_changed_ti),NONE,,,,,,,,姿勢変更完了予定時刻,,
#,TARGET1_X,float,,(float)(quaternion_interpolator->target_list[1].quaternion_target_i2t.vector_part[0]),NONE,,,,,,,,目標Quaternion I2T X,,
#,TARGET1_Y,float,,(float)(quaternion_interpolator->target_list[1].quaternion_target_i2t.vector_part[1]),NONE,,,,,,,,目標Quaternion I2T Y,,
#,TARGET1_Z,float,,(float)(quaternion_interpolator->target_list[1].quaternion_target_i2t.vector_part[2]),NONE,,,,,,,,目標Quaternion I2T Z,,
#,TARGET1_W,float,,(float)(quaternion_interpolator->target_list[1].quaternion_target_i2t.scalar_part),NONE,,,,,,,,目標Quaternion I2T W,,
#,TARGET2_TI,uint32_t,,(uint32_t)(quaternion_interpolator->target_list[2].attitude_changed_ti),NONE,,,,,,,,姿勢変更完了予定時刻,,
#,TARGET2_X,float,,(float)(quaternion_interpolator->target_list[2].quaternion_target_i2t.vector_part[0]),NONE,,,,,,,,目標Quaternion I2T X,,
#,TARGET2_Y,float,,(float)(quaternion_interpolator->target_list[2].quaternion_target_i2t.vector_part[1]),NONE,,,,,,,,目標Quaternion I2T Y,,
#,TARGET2_Z,float,,(float)(quaternion_interpolator->target_list[2].quaternion_target_i2t.vector_part[2]),NONE,,,,,,,,目標Quaternion I2T Z,,
