TRUE,53,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
#,CENTROIDING.ENABLE_FILTER,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.enable_filter),NONE,,,,,,,,,,
#,CENTROIDING.MAX_QUALITY,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.max_quality),NONE,,,,,,,,,,
#,CENTROIDING.DARK_THRESHOLD_pix,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.dark_threshold_pix),NONE,,,,,,,,,,
#,CENTROIDING.MIN_QUALITY,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.min_quality),NONE,,,,,,,,,,
#,CENTROIDING.MAX_INTENSITY,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.max_intensity),NONE,,,,,,,,,,
#,CENTROIDING.MIN_INTENSITY,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.min_intensity),NONE,,,,,,,,,,
#,CENTROIDING.MAX_MAGNITUDE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.max_magnitude),NONE,,,,,,,,,,
#,CENTROIDING.GAUSSIAN_CMAX_pix,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.gaussian_cmax_pix),NONE,,,,,,,,,,
#,CENTROIDING.GAUSSIAN_CMIN_pix,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.gaussian_cmin_pix),NONE,,,,,,,,,,
#,CENTROIDING.TRANSMATRIX00,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.transmatrix_00),NONE,,,,,,,,,,
#,CENTROIDING.TRANSMATRIX01,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.transmatrix_01),NONE,,,,,,,,,,
#,CENTROIDING.TRANSMATRIX10,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.set_parameter.centroiding.transmatrix_10),NONE,,,,,,,,,,
