TRUE,68,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
,BLOB_STATS.NOISE_LIMIT.REGION00,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[0]),NONE,,,,,,,,Noise limit in region 00,,
,BLOB_STATS.NOISE_LIMIT.REGION01,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[1]),NONE,,,,,,,,Noise limit in region 01,,
,BLOB_STATS.NOISE_LIMIT.REGION02,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[2]),NONE,,,,,,,,Noise limit in region 02,,
,BLOB_STATS.NOISE_LIMIT.REGION03,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[3]),NONE,,,,,,,,Noise limit in region 03,,
,BLOB_STATS.NOISE_LIMIT.REGION10,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[4]),NONE,,,,,,,,Noise limit in region 10,,
,BLOB_STATS.NOISE_LIMIT.REGION11,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[5]),NONE,,,,,,,,Noise limit in region 11,,
,BLOB_STATS.NOISE_LIMIT.REGION12,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[6]),NONE,,,,,,,,Noise limit in region 12,,
,BLOB_STATS.NOISE_LIMIT.REGION13,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[7]),NONE,,,,,,,,Noise limit in region 13,,
,BLOB_STATS.NOISE_LIMIT.REGION20,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[8]),NONE,,,,,,,,Noise limit in region 20,,
,BLOB_STATS.NOISE_LIMIT.REGION21,uint8_t,,(uint8_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.blob_stats.noise_limit[9]),NONE,,,,,,,,Noise limit in region 21,,
