TRUE,67,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,HISTOGRAM.C6,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_c_pix[6]),NONE,,,,,,,,Number of pixel values in section C with value: 32 - 63,,
,HISTOGRAM.C7,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_c_pix[7]),NONE,,,,,,,,Number of pixel values in section C with value: 64 - 127,,
,HISTOGRAM.C8,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_c_pix[8]),NONE,,,,,,,,Number of pixel values in section C with value: 128 - 255,,
,HISTOGRAM.D0,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[0]),NONE,,,,,,,,Number of pixel values in section D with value: 0 - 0,,
,HISTOGRAM.D1,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[1]),NONE,,,,,,,,Number of pixel values in section D with value: 1 - 1,,
,HISTOGRAM.D2,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[2]),NONE,,,,,,,,Number of pixel values in section D with value: 2 - 3,,
,HISTOGRAM.D3,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[3]),NONE,,,,,,,,Number of pixel values in section D with value: 4 - 7,,
,HISTOGRAM.D4,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[4]),NONE,,,,,,,,Number of pixel values in section D with value: 8 - 15,,
,HISTOGRAM.D5,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[5]),NONE,,,,,,,,Number of pixel values in section D with value: 16 - 31,,
,HISTOGRAM.D6,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[6]),NONE,,,,,,,,Number of pixel values in section D with value: 32 - 63,,
,HISTOGRAM.D7,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[7]),NONE,,,,,,,,Number of pixel values in section D with value: 64 - 127,,
,HISTOGRAM.D8,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.histogram_d_pix[8]),NONE,,,,,,,,Number of pixel values in section D with value: 128 - 255,,
,POWER.MCU.CURRENT,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.mcu_current_A),NONE,,,,,,,,Current used by the MCU [A],,
,POWER.MCU.VOLTAGE,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.power.mcu_voltage_V),NONE,,,,,,,,Voltage over the MCU [V],,
