TRUE,65,OBC,,,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
#,MATCHED_CENTROIDS.ID7,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.id[6]),NONE,,,,,,,,DB内でのStar ID,,
#,MATCHED_CENTROIDS.X7,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.x_coordinate[6]),NONE,,,,,,,,カメラ画像におけるx座標,,
#,MATCHED_CENTROIDS.Y7,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.y_coordinate[6]),NONE,,,,,,,,カメラ画像におけるy座標,,
#,MATCHED_CENTROIDS.X7_ERROR,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.error_x_coordinate[6]),NONE,,,,,,,,カメラ画像におけるx座標のDBとの誤差,,
#,MATCHED_CENTROIDS.Y7_ERROR,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.error_y_coordinate[6]),NONE,,,,,,,,カメラ画像におけるy座標のDBとの誤差,,
#,MATCHED_CENTROIDS.ID8,uint32_t,,(uint32_t)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.id[7]),NONE,,,,,,,,DB内でのStar ID,,
#,MATCHED_CENTROIDS.X8,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.x_coordinate[7]),NONE,,,,,,,,カメラ画像におけるx座標,,
#,MATCHED_CENTROIDS.Y8,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.y_coordinate[7]),NONE,,,,,,,,カメラ画像におけるy座標,,
#,MATCHED_CENTROIDS.X8_ERROR,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.error_x_coordinate[7]),NONE,,,,,,,,カメラ画像におけるx座標のDBとの誤差,,
#,MATCHED_CENTROIDS.Y8_ERROR,float,,(float)(sagitta_driver[SAGITTA_IDX_IN_UNIT]->info.telemetry.matched_centroids.error_y_coordinate[7]),NONE,,,,,,,,カメラ画像におけるy座標のDBとの誤差,,
