TRUE,16,OBC,"uint16_t offset = event_handler->tlm_info.rule_sorted_index.page_no * EH_RULE_TLM_PAGE_SIZE;
",,,,,,,,,,,,
subsystem,name,type,bit,var,conv,a0,a1,a2,a3,a4,a5,status,description,note,priority
,PH.VER,_uint16_t,3,,NONE,,,,,,,,,,
,PH.TYPE,,1,,NONE,,,,,,,,,,
,PH.SH_FLAG,,1,,NONE,,,,,,,,,,
,PH.APID,,11,,NONE,,,,,,,,,,
,PH.SEQ_FLAG,_uint16_t,2,,NONE,,,,,,,,,,
,PH.SEQ_COUNT,,14,,NONE,,,,,,,,,,
,PH.PACKET_LEN,uint16_t,,,NONE,,,,,,,,,,
,SH.VER,uint8_t,,,NONE,,,,,,,,,,
,SH.TI,uint32_t,,,NONE,,,,,,,,,,
,SH.TLM_ID,uint8_t,,,HEX,,,,,,,,,,
,SH.GLOBAL_TIME,double,,,NONE,,,,,,,,,,
,SH.ON_BOARD_SUBNET_TIME,uint32_t,,,NONE,,,,,,,,,,
,SH.DEST_FLAGS,uint8_t,,,HEX,,,,,,,,,,
,SH.DEST_INFO,uint8_t,,,NONE,,,,,,,,,,
,TLM_INFO.RULE_SORTED_INDEX.PAGE_NO,uint8_t,,event_handler->tlm_info.rule_sorted_index.page_no,NONE,,,,,,,,,,
,IDX0.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[0 + offset].group,NONE,,,,,,,,,,
,IDX0.LOCAL,uint32_t,,event_handler->sorted_idxes[0 + offset].local,NONE,,,,,,,,,,
,IDX0.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[0 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX0.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[0 + offset].rule_id,NONE,,,,,,,,,,
,IDX1.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[1 + offset].group,NONE,,,,,,,,,,
,IDX1.LOCAL,uint32_t,,event_handler->sorted_idxes[1 + offset].local,NONE,,,,,,,,,,
,IDX1.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[1 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX1.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[1 + offset].rule_id,NONE,,,,,,,,,,
,IDX2.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[2 + offset].group,NONE,,,,,,,,,,
,IDX2.LOCAL,uint32_t,,event_handler->sorted_idxes[2 + offset].local,NONE,,,,,,,,,,
,IDX2.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[2 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX2.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[2 + offset].rule_id,NONE,,,,,,,,,,
,IDX3.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[3 + offset].group,NONE,,,,,,,,,,
,IDX3.LOCAL,uint32_t,,event_handler->sorted_idxes[3 + offset].local,NONE,,,,,,,,,,
,IDX3.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[3 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX3.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[3 + offset].rule_id,NONE,,,,,,,,,,
,IDX4.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[4 + offset].group,NONE,,,,,,,,,,
,IDX4.LOCAL,uint32_t,,event_handler->sorted_idxes[4 + offset].local,NONE,,,,,,,,,,
,IDX4.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[4 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX4.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[4 + offset].rule_id,NONE,,,,,,,,,,
,IDX5.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[5 + offset].group,NONE,,,,,,,,,,
,IDX5.LOCAL,uint32_t,,event_handler->sorted_idxes[5 + offset].local,NONE,,,,,,,,,,
,IDX5.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[5 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX5.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[5 + offset].rule_id,NONE,,,,,,,,,,
,IDX6.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[6 + offset].group,NONE,,,,,,,,,,
,IDX6.LOCAL,uint32_t,,event_handler->sorted_idxes[6 + offset].local,NONE,,,,,,,,,,
,IDX6.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[6 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX6.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[6 + offset].rule_id,NONE,,,,,,,,,,
,IDX7.GROUP,uint8_t,,(uint8_t)event_handler->sorted_idxes[7 + offset].group,NONE,,,,,,,,,,
,IDX7.LOCAL,uint32_t,,event_handler->sorted_idxes[7 + offset].local,NONE,,,,,,,,,,
,IDX7.DUPLICATE_ID,uint8_t,,event_handler->sorted_idxes[7 + offset].duplicate_id,NONE,,,,,,,,,,
,IDX7.RULE_ID,uint8_t,,(uint8_t)event_handler->sorted_idxes[7 + offset].rule_id,NONE,,,,,,,,,,
